date;vac_statut;nb_PCR;nb_PCR_sympt;nb_PCR+;nb_PCR+_sympt;HC;HC_PCR+;SC;SC_PCR+;DC;DC_PCR+;effectif
2021-12-25;Complet - avec rappel entre 3 mois et 6 mois;1036.88;108.84;50.82;10.7;17.42;14.99;0.89;0.07;1.89;1.39;879006.46
2021-12-27;Primo dose récente;2377.83;630.49;842.5;447.56;12.93;11.88;3.37;2.69;0.36;0.36;281878.31
2021-12-27;Primo dose efficace;6748.02;1524.29;1624.2;799.839999999999;33.98;28.63;4.98;4.5;5.44;5.06;1128005.3
2021-12-28;Complet - avec rappel entre 3 mois et 6 mois;11712.32;1401.06;1107.12;375.62;40.12;29.7;1.71;1.05;8.79;3.96;945341.49
2021-12-28;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.54
2021-12-29;Primo dose récente;2183.89;581.53;813.14;389.29;8.17;5.34;4.03;3.54;0.02;0.0;297732.05
2021-12-29;Complet de moins de 3 mois - sans rappel;23583.53;6031.25;6578.55;3137.5;77.76;66.59;12.6;11.03;4.9;4.27;3278264.65
2021-12-29;Complet - avec rappel entre 3 mois et 6 mois;12999.33;1630.89;1501.2;504.05;50.28;41.06;3.06;1.06;10.13;6.93;999843.27
2021-12-29;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.54
2021-12-30;Non-vaccinés;102818.52;29439.48;37230.89;17269.85;636.84;515.04;171.23;144.15;88.47;68.01;15022545.94
2021-12-30;Primo dose efficace;6906.26;1629.14;1676.25;775.87;31.49;20.86;3.58;1.94;9.05;7.96;1080133.9
2021-12-30;Complet entre 3 mois et 6 mois - sans rappel;219429.71;62602.88;73375.34;36875.71;303.77;250.61;47.92;41.04;19.0;16.74;21920448.39
2021-12-30;Complet de 6 mois ou plus - sans rappel;54514.96;14507.8;16658.34;8053.81;185.76;152.95;29.6;25.81;36.65;30.97;4776935.86
2021-12-30;Complet - avec rappel entre 3 mois et 6 mois;15662.16;1923.54;1605.06;584.98;41.89;33.23;3.03;2.4;3.63;2.26;1052852.67
2021-12-30;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.47
2021-12-31;Complet de 6 mois ou plus - sans rappel;39799.59;10089.98;12481.48;5996.45;159.93;126.07;25.5;21.91;40.65;31.65;4789519.7
2021-12-31;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.47
2022-01-01;Primo dose récente;323.63;61.64;75.8;28.16;9.08;6.59;4.0;3.57;1.42;1.42;300328.07
2022-01-01;Primo dose efficace;942.76;139.66;175.68;59.61;27.49;24.23;5.64;3.23;9.29;8.64;1085620.73
2022-01-01;Complet - avec rappel entre 3 mois et 6 mois;1711.08;231.56;152.1;46.61;42.81;38.26;3.96;2.4;10.6;8.52;1172246.01
2022-01-02;Complet de moins de 3 mois - sans rappel;4760.03;880.46;1066.0;436.38;63.48;50.79;13.29;12.38;3.87;2.44;2981936.04
2022-01-03;Non-vaccinés;132684.09;40131.23;54969.25;25706.53;860.55;668.49;192.35;163.84;93.78;83.39;14975755.96
2022-01-03;Primo dose efficace;9179.33;2325.66;2570.55;1315.49;49.78;40.2;7.99;7.76;7.5;5.94;1105947.87
2022-01-03;Complet entre 3 mois et 6 mois - sans rappel;244153.74;85820.48;102747.2;55603.62;385.37;310.75;41.4;34.63;25.74;23.39;21013946.06
2022-01-03;Complet - avec rappel de moins de 3 mois;232195.91;47199.05;43470.96;18846.66;276.15;229.33;37.08;30.46;23.35;15.64;20663017.36
2022-01-03;Complet - avec rappel entre 3 mois et 6 mois;23196.07;2315.77;2515.18;814.91;55.64;40.25;6.63;5.21;3.13;1.97;1197142.31
2022-01-04;Primo dose récente;2302.87;679.99;825.45;433.68;16.48;13.4;0.63;0.43;2.4;2.4;281098.6
2022-01-04;Complet de moins de 3 mois - sans rappel;26323.24;7704.72;8425.09;4208.48;95.6000000000001;76.91;9.2;8.0;9.04;7.51;2940188.02
2022-01-04;Complet de 6 mois ou plus - sans rappel;57551.59;18860.01;21960.6;11262.42;241.66;187.87;31.07;24.91;47.04;37.71;5283917.74
2022-01-05;Primo dose récente;2368.46;607.86;707.19;362.13;13.28;12.1;2.25;1.18;1.15;1.13;282769.49
2022-01-05;Complet de moins de 3 mois - sans rappel;25647.65;6800.49;7005.16;3297.56;83.35;66.05;9.11;7.01;5.35;4.2;2905597.04
2022-01-05;Complet - avec rappel de moins de 3 mois;187144.99;39331.06;32493.49;13683.32;266.59;213.25;45.35;33.33;17.63;11.33;21682926.74
2022-01-06;Non-vaccinés;133346.94;29982.15;36878.62;15827.07;783.41;605.91;193.97;162.11;98.66;83.77;14851224.57
2022-01-06;Primo dose récente;2377.1;551.27;664.96;323.82;14.51;10.36;1.29;1.2;0.8;0.8;302917.21
2022-01-06;Primo dose efficace;7660.81;1887.57;1835.27;845.29;55.26;48.71;3.04;2.6;10.01;8.82;1099839.78
2022-01-06;Complet - avec rappel de moins de 3 mois;173707.87;36230.89;29325.02;11891.79;248.08;193.77;43.33;32.69;26.97;18.28;22175021.99
2022-01-06;Complet - avec rappel entre 3 mois et 6 mois;17707.42;1660.46;1850.5;543.29;50.73;38.31;4.34;2.53;8.14;7.45;1379895.42
2022-01-07;Complet de moins de 3 mois - sans rappel;23147.43;5390.57;5898.96;2489.99;90.14;69.88;9.89;6.56;2.88;1.83;2811747.09
2022-01-07;Complet - avec rappel entre 3 mois et 6 mois;14976.96;1579.22;1710.16;480.75;79.31;60.02;3.21;2.26;6.56;4.9;1446680.7
2022-01-08;Complet de 6 mois ou plus - sans rappel;25651.68;6162.54;8037.65;3314.7;181.58;144.49;31.13;21.28;31.24;26.25;5540411.75
2022-01-09;Complet entre 3 mois et 6 mois - sans rappel;23173.31;5443.56;7696.88;3122.55;277.54;218.05;38.5;29.76;25.83;22.55;18720221.8
2022-01-09;Complet - avec rappel de moins de 3 mois;24737.49;3923.46;3952.5;1352.98;206.0;159.03;38.25;29.16;22.64;15.77;22600328.45
2022-01-09;Complet - avec rappel entre 3 mois et 6 mois;2237.52;258.35;260.1;64.03;51.22;39.48;5.05;4.45;5.5;3.11;1562249.8
2022-01-10;Primo dose récente;3801.25;772.29;1012.71;475.61;18.19;11.79;1.53;1.47;1.09;1.07;406640.34
2022-01-10;Primo dose efficace;8149.72;1748.56;2045.23;913.63;57.79;41.51;8.82;8.41;8.4;7.45;1097624.14
2022-01-10;Complet entre 3 mois et 6 mois - sans rappel;178460.97;53289.29;66201.95;31247.53;435.21;338.18;49.87;40.73;22.25;17.47;18619986.73
2022-01-10;Complet - avec rappel de moins de 3 mois;186237.09;32464.75;32380.3;12476.83;341.67;260.89;50.99;39.51;31.18;26.06;22662774.46
2022-01-11;Complet - avec rappel de moins de 3 mois;154531.89;28383.18;26117.76;10073.39;357.58;276.23;61.35;48.28;35.57;29.12;23149242.94
2022-01-12;Primo dose récente;3012.95;751.76;972.97;458.2;16.45;10.57;0.17;0.0;0.01;0.01;414336.14
2022-01-12;Complet de 6 mois ou plus - sans rappel;45567.16;12901.96;15782.49;7439.07;268.48;214.78;36.51;30.49;33.65;27.31;5790099.23
2022-01-12;Complet - avec rappel de 6 mois ou plus;1.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.19
2022-01-13;Complet entre 3 mois et 6 mois - sans rappel;119827.93;38965.22;44331.82;22328.39;381.52;296.16;47.81;42.12;18.9;10.35;17103456.38
2022-01-13;Complet de 6 mois ou plus - sans rappel;41362.38;12153.66;14777.06;6985.73;234.3;191.44;30.69;25.77;36.91;29.98;5601033.93
2022-01-15;Non-vaccinés;60241.84;15190.41;22149.71;8876.83;636.7;445.05;78.15;55.25;81.98;56.63;14500890.45
2022-01-15;Primo dose récente;1847.34;411.71;613.51;264.33;14.8;8.8;2.45;2.3;0.16;0.11;454264.75
2022-01-15;Complet - avec rappel de moins de 3 mois;91527.55;14915.09;16430.05;6329.24;297.01;225.89;33.61;24.46;28.6;19.51;25663778.56
2022-01-15;Complet - avec rappel de 6 mois ou plus;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.2
2022-01-16;Primo dose récente;623.97;136.71;246.01;97.91;14.29;10.03;2.4;2.2;0.07;0.01;483743.37
2022-01-16;Complet de moins de 3 mois - sans rappel;3169.09;636.99;868.74;330.57;70.32;58.0;5.76;3.99;6.47;5.98;2525921.99
2022-01-17;Complet de 6 mois ou plus - sans rappel;50703.37;15749.93;21544.16;10456.5;289.84;228.47;42.24;37.08;36.89;26.41;5479996.02
2022-01-17;Complet - avec rappel de 6 mois ou plus;3.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.22
2022-01-18;Non-vaccinés;112991.39;36531.27;48061.83;22630.14;788.66;592.34;130.94;103.63;95.65;74.53;14432101.84
2022-01-18;Primo dose efficace;6555.54;1812.56;2266.78;1083.47;57.86;47.65;5.26;4.98;5.27;4.38;992811.74
2022-01-18;Complet entre 3 mois et 6 mois - sans rappel;117465.36;42941.88;52100.57;27615.97;494.91;381.29;56.35;45.92;26.48;19.64;14845230.48
2022-01-18;Complet de 6 mois ou plus - sans rappel;44017.96;14172.77;18053.34;8962.73;276.43;224.41;38.11;32.08;35.83;24.87;5480449.02
2022-01-19;Non-vaccinés;109388.44;34800.6;45506.17;20943.26;792.94;590.48;125.4;86.95;100.11;84.4;14406223.03
2022-01-19;Primo dose efficace;6100.73;1718.14;2076.5;981.17;63.42;46.14;7.29;5.71;10.02;8.46;990028.48
2022-01-19;Complet entre 3 mois et 6 mois - sans rappel;111865.3;41993.05;49541.99;26806.2;457.09;355.82;49.24;38.76;28.53;22.66;14316691.4
2022-01-19;Complet de 6 mois ou plus - sans rappel;41750.67;13790.98;17209.63;8616.29;283.68;219.78;28.01;24.39;42.48;39.06;5451637.11
2022-01-19;Complet - avec rappel de moins de 3 mois;172373.76;39181.85;39493.63;17708.58;499.6;392.06;54.31;43.99;38.03;30.33;27212393.09
2022-01-19;Complet - avec rappel de 6 mois ou plus;2.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.22
2022-01-20;Primo dose récente;3478.44;1192.11;1501.36;781.72;22.47;18.17;6.36;5.24;0.02;0.0;449477.28
2022-01-20;Complet entre 3 mois et 6 mois - sans rappel;103659.16;39377.02;45524.21;24876.42;432.35;338.47;38.7;29.51;28.3;23.94;13867392.47
2022-01-20;Complet de 6 mois ou plus - sans rappel;40257.05;13574.81;16431.05;8356.75;237.78;192.95;34.78;30.31;47.41;37.86;5458825.8
2022-01-20;Complet - avec rappel de moins de 3 mois;166298.84;40693.44;39336.71;18435.45;557.82;429.63;57.13;42.4;35.92;31.39;27614740.3
2022-01-21;Primo dose efficace;5887.5;1705.06;2147.42;1012.38;48.9;42.61;3.89;3.52;9.78;6.15;1001848.59
2022-01-21;Complet entre 3 mois et 6 mois - sans rappel;98600.3100000001;36334.34;44410.64;23058.46;406.83;305.2;46.86;39.7;23.42;20.82;13405156.71
2022-01-21;Complet de 6 mois ou plus - sans rappel;39173.59;13174.72;16249.22;8077.94999999999;248.1;198.21;36.1;32.21;36.63;29.04;5432127.79
2022-01-21;Complet - avec rappel de 6 mois ou plus;2.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.03
2022-01-22;Primo dose récente;2021.49;608.01;811.45;406.53;20.9;14.06;2.67;1.48;0.02;0.0;408727.46
2022-01-22;Complet de moins de 3 mois - sans rappel;9731.27;2315.23;2923.56;1271.41;54.95;43.56;5.67;4.82;3.74;2.66;2462233.79
2022-01-22;Complet entre 3 mois et 6 mois - sans rappel;54680.45;17886.7;23747.54;11698.14;314.0;233.21;43.47;34.33;23.17;17.18;12900132.16
2022-01-22;Complet de 6 mois ou plus - sans rappel;22105.35;6467.28;8730.92;4069.18;183.38;145.66;28.11;25.86;41.79;31.68;5379420.62
2022-01-23;Complet entre 3 mois et 6 mois - sans rappel;15803.4;4732.27;6868.58;3153.05;297.28;240.62;35.16;26.45;27.23;22.25;12582470.37
2022-01-23;Complet - avec rappel de 6 mois ou plus;0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.88
2022-01-24;Primo dose récente;3896.66;1351.08;1925.89;992.07;17.72;16.61;3.75;3.45;2.3;2.26;383942.16
2022-01-24;Complet entre 3 mois et 6 mois - sans rappel;115416.58;45310.27;57894.76;31661.11;390.71;300.0;40.22;31.22;28.41;19.18;12484322.27
2022-01-24;Complet de 6 mois ou plus - sans rappel;47128.91;16198.49;21216.77;10945.47;273.8;229.1;42.04;36.14;46.34;38.67;5373558.3
2022-01-24;Complet - avec rappel de 6 mois ou plus;2.65;0.0;0.43;0.0;0.0;0.0;0.07;0.0;0.02;0.0;46.34
2022-01-25;Primo dose récente;3230.49;1101.27;1507.07;776.98;17.9;16.29;4.96;3.86;1.11;1.0;367153.28
2022-01-26;Primo dose récente;2843.61;967.39;1276.21;666.24;19.83;15.72;3.52;3.48;2.12;1.0;347655.14
2022-01-26;Complet - avec rappel entre 3 mois et 6 mois;21393.44;2439.98;3915.97;1162.04;223.66;176.34;22.78;20.57;29.8;24.26;2668228.29
2022-01-27;Complet entre 3 mois et 6 mois - sans rappel;73891.03;30015.9;33560.09;19018.89;337.62;248.94;39.9;32.2;28.22;21.4;11502210.29
2022-01-28;Complet de moins de 3 mois - sans rappel;14618.44;4132.21;4853.6;2288.34;98.73;76.19;11.03;9.36;8.48;7.31;2410520.0
2022-01-28;Complet entre 3 mois et 6 mois - sans rappel;71218.91;27773.07;32502.49;17429.86;319.6;238.7;33.34;29.87;26.78;23.51;11200745.73
2022-01-28;Complet - avec rappel entre 3 mois et 6 mois;18505.2;2802.26;3921.4;1333.76;251.58;198.69;23.44;16.98;21.56;16.86;2873558.04
2022-01-28;Complet - avec rappel de 6 mois ou plus;1.22;0.0;0.07;0.0;0.0;0.0;0.0;0.0;0.03;0.03;52.84
2022-01-29;Primo dose récente;1393.7;375.87;596.64;250.08;8.95;6.45;2.38;1.24;2.59;2.33;283760.04
2022-01-29;Complet de moins de 3 mois - sans rappel;8593.24;2017.66;2606.73;1153.71;85.9;61.15;13.17;8.08;8.0;6.01;2391073.26
2022-01-29;Complet - avec rappel de moins de 3 mois;102549.12;21696.89;24507.87;10830.44;397.85;294.68;52.72;43.28;51.72;40.78;30281556.4
2022-01-30;Complet de 6 mois ou plus - sans rappel;6146.35;1573.84;2306.2;980.07;158.46;121.92;25.27;21.22;43.62;35.4;5434035.41
2022-01-30;Complet - avec rappel de 6 mois ou plus;1.05;0.0;0.02;0.0;0.0;0.0;0.0;0.0;0.02;0.02;54.69
2022-01-31;Complet de moins de 3 mois - sans rappel;18406.26;5302.23;6523.48;3213.51;111.55;94.3;24.58;20.26;9.92;5.59;2382776.24
2022-01-31;Complet entre 3 mois et 6 mois - sans rappel;82865.9500000001;32662.36;40628.69;22562.31;351.42;277.18;25.94;17.56;30.09;25.33;10598139.82
2022-01-31;Complet - avec rappel de moins de 3 mois;210198.32;53980.44;60377.84;29750.63;691.33;522.32;97.97;81.64;55.41;42.25;30519593.13
2022-01-31;Complet - avec rappel entre 3 mois et 6 mois;31733.66;3876.25;6830.88;2080.14;283.09;212.28;20.93;16.71;38.23;29.81;3052470.42
2022-02-01;Primo dose récente;1774.86;613.069999999999;826.130000000001;442.24;20.11;14.5;2.38;2.08;1.25;1.25;248238.25
2022-02-01;Complet entre 3 mois et 6 mois - sans rappel;61316.42;24483.02;27653.4;15394.66;323.8;237.78;39.75;31.35;28.68;21.51;10334201.39
2022-02-01;Complet de 6 mois ou plus - sans rappel;30165.31;10415.37;11866.54;6200.27;238.73;186.44;36.97;33.5;35.7;27.89;5478232.45
2022-02-01;Complet - avec rappel de 6 mois ou plus;1.46;0.02;1.28;0.02;0.0;0.0;0.07;0.07;0.0;0.0;54.9
2022-02-02;Primo dose récente;1594.11;529.23;660.09;360.17;9.5;6.8;0.67;0.63;1.18;1.18;234902.08
2022-02-02;Complet - avec rappel de 6 mois ou plus;1.5;1.01;1.37;1.01;0.0;0.0;0.05;0.0;0.0;0.0;55.89
2022-02-03;Complet de moins de 3 mois - sans rappel;11692.63;3383.09;3492.14;1828.49;79.16;65.7;17.22;13.02;11.07;8.9;2378159.54
2022-02-03;Complet entre 3 mois et 6 mois - sans rappel;47429.53;18365.38;19425.64;11072.09;278.34;207.2;27.02;21.98;23.2;19.77;9879333.19
2022-02-03;Complet de 6 mois ou plus - sans rappel;24947.29;8401.39;8916.69;4695.98;191.51;150.11;34.05;28.07;35.75;29.68;5530052.7
2022-02-03;Complet - avec rappel entre 3 mois et 6 mois;20779.42;2969.26;4592.66;1414.79;254.75;192.57;30.78;25.5;34.26;23.48;3277210.41
2022-02-04;Complet de moins de 3 mois - sans rappel;11690.04;3257.81;3463.07;1667.25;89.92;73.15;10.28;8.51;11.17;5.89;2367056.11
2022-02-04;Complet entre 3 mois et 6 mois - sans rappel;45089.59;16410.43;18141.52;9675.6;245.69;186.45;26.06;17.64;25.73;22.42;9654829.63
2022-02-04;Complet - avec rappel de moins de 3 mois;136206.19;35467.4;34975.66;16795.77;540.09;420.46;78.08;58.95;42.71;34.07;31136385.19
2022-02-05;Non-vaccinés;37401.87;10310.41;12747.88;5722.7;468.53;359.21;80.2;62.02;96.66;73.17;14118803.46
2022-02-05;Primo dose récente;729.54;164.48;232.57;108.44;4.53;3.62;2.74;2.45;1.04;1.0;191811.85
2022-02-05;Primo dose efficace;2914.61;593.24;841.06;351.79;34.72;27.5;5.21;2.7;11.6;7.8;1034539.16
2022-02-05;Complet de moins de 3 mois - sans rappel;7656.47;1598.74;1930.17;857.69;67.78;56.21;5.04;3.8;11.07;8.88;2356545.97
2022-02-06;Primo dose récente;235.19;45.35;62.98;26.48;4.36;1.98;0.7;0.37;2.18;2.1;178717.77
2022-02-06;Complet - avec rappel entre 3 mois et 6 mois;3932.63;575.25;728.71;248.01;172.07;132.69;13.94;11.41;40.51;28.51;3605825.23
2022-02-06;Complet - avec rappel de 6 mois ou plus;0.06;0.0;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.32
2022-02-07;Primo dose efficace;5284.3;1374.59;1775.09;869.88;49.48;40.59;6.3;6.0;14.11;7.51;1023811.9
2022-02-07;Complet de moins de 3 mois - sans rappel;14475.88;3676.97;4307.74;2176.09;83.67;62.98;14.44;11.54;12.49;11.56;2356317.11
2022-02-07;Complet de 6 mois ou plus - sans rappel;28817.33;8582.97;10170.1;5197.55;210.43;169.49;27.53;23.16;47.49;38.35;5605052.47
2022-02-07;Complet - avec rappel de moins de 3 mois;169860.64;41141.82;44938.73;22296.89;582.0;455.93;65.88;48.14;63.21;47.34;31481320.75
2022-02-07;Complet - avec rappel entre 3 mois et 6 mois;31029.26;3816.57;6332.48;2116.44;253.19;202.67;23.56;17.37;41.87;28.01;3610920.26
2022-02-08;Complet de moins de 3 mois - sans rappel;10899.25;2592.8;2851.17;1364.36;79.41;61.21;10.24;7.27;11.31;10.76;2343896.13
2022-02-08;Complet entre 3 mois et 6 mois - sans rappel;34643.89;11645.37;12745.36;6820.25;228.35;174.23;20.22;16.16;31.25;24.34;8932793.31
2022-02-09;Complet de moins de 3 mois - sans rappel;9905.83;2382.24;2481.75;1227.33;59.87;44.21;5.25;2.74;11.78;10.19;2328889.26
2022-02-10;Complet entre 3 mois et 6 mois - sans rappel;27612.55;8641.33;8891.4;4791.67;181.01;138.68;32.72;27.7;21.13;15.03;8491081.95
2022-02-11;Complet entre 3 mois et 6 mois - sans rappel;26503.86;7801.7;8497.37;4303.32;150.97;121.66;24.4;17.26;23.92;18.65;8240543.52
2022-02-11;Complet - avec rappel de 6 mois ou plus;0.16;0.04;0.04;0.04;0.0;0.0;0.07;0.07;0.0;0.0;68.24
2022-02-12;Primo dose récente;402.3;68.84;73.6;36.88;1.69;1.43;0.18;0.12;0.2;0.2;132523.93
2022-02-12;Primo dose efficace;2053.48;374.5;443.96;199.91;23.6;17.82;2.63;1.92;6.58;4.75;963913.92
2022-02-12;Complet de moins de 3 mois - sans rappel;6285.72;1014.33;1194.9;539.319999999999;37.0;30.57;8.28;6.34;16.67;15.72;2323465.95
2022-02-12;Complet - avec rappel de moins de 3 mois;75714.22;11999.59;13710.46;5935.59;281.61;213.13;38.17;30.49;40.4;26.4;31749551.42
2022-02-12;Complet - avec rappel entre 3 mois et 6 mois;11742.28;1357.59;1786.84;649.77;176.23;137.15;11.75;8.66;44.26;32.53;4317452.9
2022-02-13;Complet de moins de 3 mois - sans rappel;2170.69;332.46;359.67;143.6;32.91;27.29;7.29;6.25;9.62;9.04;2322539.33
2022-02-13;Complet de 6 mois ou plus - sans rappel;4465.35;702.46;900.45;343.24;93.82;71.22;14.6;11.74;39.89;32.24;5999886.98
2022-02-14;Primo dose récente;580.3;124.97;178.09;90.93;5.9;4.23;0.32;0.29;2.29;1.29;120961.49
2022-02-14;Complet de moins de 3 mois - sans rappel;10612.71;2350.67;2549.62;1284.04;70.39;51.78;6.78;5.74;11.05;9.48;2325622.91
2022-02-14;Complet de 6 mois ou plus - sans rappel;22302.66;5544.83;5961.55;3022.47;126.43;102.93;13.24;9.93;27.73;21.9;6012540.74
2022-02-14;Complet - avec rappel de 6 mois ou plus;0.12;0.03;0.12;0.03;0.0;0.0;0.0;0.0;0.0;0.0;70.1
2022-02-15;Primo dose récente;449.31;101.4;126.76;65.09;4.29;1.49;0.38;0.29;0.06;0.0;116882.51
2022-02-15;Complet de moins de 3 mois - sans rappel;7942.49;1661.0;1746.28;820.93;51.01;43.34;6.97;5.15;10.25;8.02;2315031.51
2022-02-16;Complet de moins de 3 mois - sans rappel;7633.57;1569.96;1628.87;792.65;53.82;38.66;4.08;2.29;5.83;3.21;2303034.88
2022-02-16;Complet - avec rappel de 6 mois ou plus;1.11;0.06;1.11;0.06;0.0;0.0;0.0;0.0;0.0;0.0;71.06
2022-02-17;Primo dose efficace;2155.35;421.43;469.64;214.56;31.32;20.85;5.55;4.99;10.32;5.8;907807.03
2022-02-17;Complet de moins de 3 mois - sans rappel;6968.27;1491.25;1417.78;719.16;51.51;40.97;6.3;5.23;8.88;6.95;2296281.3
2022-02-17;Complet de 6 mois ou plus - sans rappel;14995.38;3099.96;3079.29;1475.63;118.13;93.81;21.08;16.25;31.91;24.78;6305340.87
2022-02-18;Complet de moins de 3 mois - sans rappel;7193.17;1342.74;1396.08;652.92;53.62;42.24;6.95;5.73;11.88;10.19;2280524.07
2022-02-18;Complet - avec rappel de moins de 3 mois;87269.99;17525.94;16486.26;7845.51;347.05;270.18;49.95;36.65;45.54;38.89;31778618.19
2022-02-19;Primo dose récente;240.35;38.42;43.45;24.76;2.96;2.66;2.0;2.0;0.2;0.2;90128.7199999999
2022-02-19;Primo dose efficace;1533.36;227.76;247.06;106.44;15.85;10.12;0.53;0.1;4.57;2.71;885991.91
2022-02-20;Complet - avec rappel de 6 mois ou plus;0.01;0.0;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;76.75
2022-02-21;Complet de moins de 3 mois - sans rappel;8490.78;1673.26;1663.03;832.78;42.84;38.07;3.41;3.06;5.49;3.38;2249438.37
2022-02-21;Complet - avec rappel de moins de 3 mois;113765.53;23260.07;22478.13;11840.61;333.24;260.93;51.46;43.11;30.32;23.09;31821838.35
2022-02-21;Complet - avec rappel entre 3 mois et 6 mois;29418.22;3480.04;4847.15;1755.13;228.51;163.12;23.16;19.1;39.46;22.66;5582382.47
2022-02-23;Complet entre 3 mois et 6 mois - sans rappel;12344.52;2677.52;2663.31;1333.52;85.6;65.29;9.69;7.42;11.9;9.08;5797274.81
2022-02-23;Complet - avec rappel de moins de 3 mois;81090.31;16320.45;14117.38;7263.38;297.94;235.18;36.0;32.11;38.01;29.21;31709545.26
2022-02-24;Complet de 6 mois ou plus - sans rappel;13074.11;2546.28;2065.52;1010.32;91.43;77.55;9.46;6.66;20.64;17.17;6909918.71
2022-02-24;Complet - avec rappel entre 3 mois et 6 mois;17218.59;2585.21;3028.51;1174.88;237.28;175.12;25.53;22.22;30.02;18.68;6260500.68
2022-02-24;Complet - avec rappel de 6 mois ou plus;0.14;0.06;0.1;0.06;0.87;0.0;0.0;0.0;0.11;0.0;84.31
2022-02-25;Non-vaccinés;23098.83;5572.39;5256.94;2655.09;227.63;179.06;26.55;23.83;52.53;40.23;14018506.86
2022-02-25;Primo dose récente;212.4;27.79;40.32;18.19;2.33;2.3;0.0;0.0;0.0;0.0;63080.13
2022-02-25;Complet - avec rappel de moins de 3 mois;70140.64;13406.25;11765.39;5728.49;220.06;179.97;39.68;33.34;26.42;21.41;31432204.39
2022-02-25;Complet - avec rappel de 6 mois ou plus;3.15;0.05;2.1;0.05;0.77;0.02;0.08;0.08;0.05;0.0;85.26
2022-02-26;Complet de moins de 3 mois - sans rappel;4178.57;588.88;539.4;252.21;22.59;19.18;2.29;1.59;5.21;4.93;2168815.29
2022-02-27;Primo dose récente;56.39;4.74;6.86;2.8;0.06;0.05;0.0;0.0;0.0;0.0;55316.31
2022-02-27;Primo dose efficace;492.76;48.77;48.64;14.06;10.14;7.97;0.39;0.15;1.73;1.0;820801.83
2022-02-28;Non-vaccinés;31703.76;7965.78;7767.22;4102.19;234.32;179.68;39.24;28.01;57.95;43.23;14013999.11
2022-02-28;Complet entre 3 mois et 6 mois - sans rappel;12128.13;2621.28;2565.83;1331.64;72.95;57.82;8.18;6.41;13.19;8.78;4972098.95
2022-02-28;Complet - avec rappel de moins de 3 mois;95936.03;18778.81;17180.07;9121.33999999999;217.83;172.62;34.15;27.19;25.32;19.41;30939779.81
2022-03-01;Complet de moins de 3 mois - sans rappel;5335.37;1054.2;845.77;448.19;36.13;32.47;1.7;1.52;6.78;5.17;2137485.54
2022-03-02;Non-vaccinés;23515.38;6056.63;5315.93;2853.24;193.57;146.76;24.96;22.59;41.84;33.77;14011562.7
2022-03-02;Primo dose récente;164.99;32.76;20.59;13.66;0.09;0.08;0.0;0.0;1.17;0.0;48990.57
2022-03-02;Complet entre 3 mois et 6 mois - sans rappel;9212.58999999999;1996.65;1748.99;928.74;67.94;52.42;7.72;7.32;5.98;3.43;4596028.16
2022-03-03;Complet entre 3 mois et 6 mois - sans rappel;7815.67;1815.82;1512.19;805.92;61.02;49.77;7.97;7.04;8.9;7.0;4437780.51
2022-03-03;Complet - avec rappel de 6 mois ou plus;107.66;22.66;18.94;11.41;2.97;1.2;0.28;0.24;1.09;1.0;41342.52
2022-03-04;Primo dose efficace;1379.81;226.87;218.46;91.69;13.34;12.49;1.03;1.0;2.26;1.36;793162.83
2022-03-04;Complet entre 3 mois et 6 mois - sans rappel;7742.47;1630.59;1480.87;747.18;58.07;44.8;8.08;5.72;8.94;8.04;4312047.34
2022-03-04;Complet - avec rappel de moins de 3 mois;61687.36;12467.93;10255.78;5341.74;189.31;150.08;15.11;11.55;24.18;19.09;29245404.51
2022-03-05;Non-vaccinés;17159.86;3529.91;3229.61;1625.84;123.15;98.69;28.85;23.17;33.66;29.19;14006230.08
2022-03-05;Complet de 6 mois ou plus - sans rappel;11091.5;1478.1;1293.52;610.97;49.4;38.45;10.26;8.66;11.49;9.57;7936368.05
2022-03-05;Complet - avec rappel de moins de 3 mois;54025.26;7087.85;6777.21;3245.71;136.13;110.23;23.09;18.81;18.19;15.99;28676759.78
2022-03-06;Complet entre 3 mois et 6 mois - sans rappel;2157.3;294.3;309.23;130.69;45.14;34.25;4.4;3.07;7.42;4.9;4042492.73
